OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
5684,66981,66981 Münchweiler an der Rodalb,2935,26.238383,61470506.8613281,45684.7804073705
5685,66497,66497 Contwig,4854,25.358129,59466091.0463867,45781.9294803084
5686,66955,66955 Pirmasens,15968,19.728964,46147256.7041016,58317.3652753734
5687,66989,"66989 Höheinöd, Petersberg,Höheischweiler, Höhfröschen, Nünschweiler, Dusenbrücken und Huberhof",4697,32.735448,76788037.4804688,75839.0627860309
5688,66976,66976 Rodalben,7196,13.941487,32691206.7631836,28804.230302064
5689,66482,66482 Zweibrücken,34235,70.712683,165854029.918457,93905.6575568182
5690,66953,66953 Pirmasens,14854,19.226132,45040035.8500977,52441.5331541973
5691,26121,"26121 Oldenburg (Oldenburg)
Bürgerfelde (Süd/Ost), bis zur A 293 plus ein Teil der Innenstadt
(entspricht ungefähr Haarenesch, Ziegelhof und Ehnern + Heiliggeistviertel/Johannisviertel)",14974,3.53511,9818868.43212891,17415.2841814515
5692,26122,"26122 Oldenburg (Stadtzentrum und Eversten bis zur A28), entspricht Innenstadt, Bahnhofviertel und Dobben)",7094,3.012611,8361652.45800781,21463.3676951475
5693,26123,26123 Oldenburg (Oldenburg),12320,4.147758,11520167.8969727,19370.5400337405
5694,66127,66127 Saarbrücken,5546,9.315304,21824354.0405273,30608.2016051224
5695,66117,66117 Saarbrücken,14434,9.33573,21869790.8735352,24305.2491208456
5696,66133,66133 Saarbrücken,4086,7.059858,16554999.2905273,21086.5727822875
5697,65936,65936 Frankfurt am Main,15625,6.079295,14781674.1132813,17612.9070979565
5698,65795,65795 Hattersheim,24751,15.786943,38281866.3149414,34299.3561551109
5699,66130,66130 Saarbrücken,11100,18.163253,42510086.8388672,39350.2084819379
5700,97494,97494 Bundorf,948,40.293258,98257918.0688477,66900.3312695426
5701,97503,97503 Gädheim,1236,9.628823,23318065.0639648,37871.7751540813
5702,97483,97483 Eltmann,5297,40.752882,98396128.1293945,55629.7061168347
5703,97486,97486 Königsberg i. Bay.,3708,61.791027,149918518.589844,87640.0014182275
5704,97514,97514 Oberaurach,4003,45.097114,108735833.36377,65017.1261151614
5705,66128,66128 Saarbrücken,6295,8.526687,19979238.0595703,27577.7655589348
5706,97539,97539 Wonfurt,1939,17.347598,41953006.2358398,50755.8541264886
5707,97475,97475 Zeil a. Main,5653,35.710108,86454033.8051758,65276.9493367134
5708,97500,97500 Ebelsbach,3758,25.735259,62235885.7553711,60323.768527561
5709,97478,97478 Knetzgau,6386,61.502781,148590914.637695,71113.5574348081
5710,97496,97496 Burgpreppach,1419,38.721227,94173217.4243164,54206.6711540454
5711,66299,66299 Friedrichsthal,10377,9.000879,21176574.7509766,26368.8698068368
5712,97849,97849 Roden,1014,20.094905,48438942.359375,36657.2665471323
5713,97859,97859 Wiesthal,1382,20.970526,50782306.6225586,59667.0456500643
5714,97225,97225 Zellingen,6406,41.408546,99759897.0483398,65030.7462402209
5715,97833,97833 Frammersbach,4577,60.041682,145604418.516602,106838.655209561
5716,97778,97778 Fellen,866,34.353806,83585441.4086914,41648.1704886139
5717,97737,97737 Gemünden a. Main,10505,75.046912,181984134.350586,116813.33790627
5718,97794,97794 Rieneck,2069,26.140784,63508253.4716797,40605.6893948506
5719,66119,66119 Saarbrücken,14832,10.329711,24188021.4775391,27012.8327329343
5720,97846,97846 Partenstein,2855,10.425111,25272008.6225586,33238.6938046476
5721,97780,97780 Gössenheim,1267,11.50902,27865820.2324219,30382.7053575094
5722,97753,97753 Karlstadt,14940,98.043745,236897424.577637,123606.826998709
5723,97816,97816 Lohr a. Main,15296,129.929029,314682764.941895,167593.752627814
5724,97907,97907 Hasloch,1417,10.435973,25042971.074707,35112.9081707775
5725,97775,97775 Burgsinn,2526,51.26972,124800184.649902,66473.0523876212
5726,97845,97845 Neustadt a. Main,1246,19.778728,47727670.7211914,39538.9545666986
5727,97837,97837 Erlenbach b. Marktheidenfeld,2438,15.297971,36740480.6357422,30568.5044880555
5728,97450,97450 Arnstein,8169,111.965655,270715222.482422,106567.381379408
5729,97854,97854 Steinfeld,2230,33.716398,81405006.8989258,47932.261786221
5730,97783,97783 Karsbach,1794,30.101466,73005031.0302734,48784.4462529161
5731,97840,"97840 Hafenlohr, Rothenbuch",1914,19.249269,46381610.015625,88704.6435047419
5732,97906,97906 Faulbach,2672,10.959443,26290346.4858398,25681.2900320707
5733,97892,97892 Kreuzwertheim,3832,19.970684,47892512.6337891,49343.5829538789
5734,66131,66131 Saarbrücken,3553,15.373997,36017496.515625,35766.5674449689
5735,66126,66126 Saarbrücken,5547,4.658705,10931315.6611328,17169.2408617927
5736,97359,97359 Schwarzach a. Main,3541,21.149007,50745130.0390625,51315.8991993727
5737,97258,97258 Ippesheim,3385,82.652774,196557838.0625,108763.481644662
5738,97353,97353 Wiesentheid,4746,33.324828,79942516.1904297,81621.4708995498
5739,97340,97340 Marktbreit,5433,46.045974,109743823.740234,71250.4702251069
5740,97332,97332 Volkach,8653,60.143534,144665766.187988,93112.8491425995
5741,66115,66115 Saarbrücken,18371,31.033321,72862949.6762695,56017.6074788328
5742,66132,66132 Saarbrücken,4042,7.879988,18463010.3095703,22011.5655058944
5743,97357,97357 Prichsenstadt,3165,48.802013,117211420.996094,88055.8156318877
5744,66129,66129 Saarbrücken,3362,4.42508,10349731.6318359,21241.0351460189
5745,97346,97346 Iphofen,4487,77.962701,186079925.365723,122862.935557344
5746,97337,97337 Dettelbach,6931,60.87816,146124901.081543,65753.233824124
5747,97215,97215 Uffenheim,8179,126.159203,299437833.28125,143631.82968172
5748,66123,66123 Saarbrücken,12664,9.405918,22058378.3642578,26136.4515774981
5749,97318,97318 Kitzingen,21501,69.713427,166877924.32373,99323.8699143608
5750,97355,97355 Kleinlangheim,5081,72.299258,173145370.932129,93039.5902465002
5751,97342,97342 Obernbreit,4639,37.838788,90273928.0424805,73537.7208293162
5752,66121,66121 Saarbrücken,15036,6.923595,16224369.9956055,29792.4321122618
5753,97508,97508 Grettstadt,4124,34.875642,84323411.6411133,56917.7969997384
5754,97447,97447 Gerolzhofen,7716,33.078644,79679053.3334961,56465.7418465119
5755,97469,97469 Gochsheim,6261,20.808123,50368419.1772461,36551.2719865688
5756,97529,97529 Sulzheim,1983,26.754489,64563676.2788086,48458.0965554222
5757,97499,97499 Donnersdorf,1939,26.925488,65031362.559082,50702.7809744332
5758,97422,97422 Schweinfurt,20799,11.848595,28741367.9814453,41998.7649846225
5759,97511,97511 Lülsfeld,805,11.18053,26899587.2739258,31725.2173906577
5760,97453,97453 Schonungen,7727,80.887028,196282413.603027,111841.390997283
5761,66271,66271 Kleinblittersdorf,11419,27.210201,63568586.5766602,44094.0963208738
5762,97717,97717 Euerdorf,3341,41.420433,100811230.960938,65549.7049894774
5763,66111,66111 Saarbrücken,11419,1.901882,4457976.06787109,12271.7497466067
5764,97795,97795 Schondra,1756,51.133577,124985626.780273,70958.65392784
5765,97714,97714 Oerlenbach,4992,33.528122,81609178.1538086,54546.44223
5766,97727,97727 Fuchsstadt,1806,18.299956,44439757.7382813,34964.737545796
5767,97779,97779 Geroda,932,16.82181,41185920.5966797,38669.4505399055
5768,97705,97705 Burkardroth,7721,80.317565,196579798.875,107804.793296868
5769,97799,97799 Zeitlofs,2138,65.889758,161042460.415039,70836.3359314228
5770,97720,97720 Nüdlingen,4071,26.328501,64270929.628418,46623.5714435154
5771,97762,97762 Hammelburg,11279,128.823101,312990832.85498,132300.932446926
5772,97789,97789 Oberleichtersbach,2057,28.355266,69390577.9628906,64757.7535229258
5773,26125,"26125 Oldenburg (Oldenburg), Stadtteile Ohmstede, Ofenerdiek, Etzhorn.",18920,26.398946,73402749.9174805,53297.7865517542
5774,26127,"26127 Oldenburg (Oldenburg) Bürgerfelde (Nord/West), außerhalb der A293, plus Alexandersfeld",23160,10.219132,28410368.2661133,29311.9107834369
5775,66557,66557 Illingen,17036,36.449393,85957568.4199219,59552.2058818295
5776,66571,66571 Eppelborn,17740,46.758719,110335894.391113,59435.8324114085
5777,66540,66540 Neunkirchen,13630,35.612167,83920963.5068359,63013.2501887622
5778,66589,66589 Merchweiler,10244,12.745425,30021741.4692383,39634.9844638059
5779,66539,66539 Neunkirchen,12273,25.924962,60983638.8725586,47030.8000287666
5780,66583,66583 Spiesen-Elversberg,13507,11.430562,26877561.3310547,25604.9663181287
5781,66538,66538 Neunkirchen,20341,13.832806,32562408.6401367,25124.8887978749
5782,66564,66564 Ottweiler,14960,45.40055,107181464.681152,69058.866215717
5783,66578,66578 Schiffweiler,15999,21.397068,50422386.3867188,37277.0162162537
5784,26129,"26129 Oldenburg (Oldenburg)
(Bloherfelde, Wechloy und Haarentor)",16077,8.451673,23472427.9433594,32770.3044036742
5785,56564,56564 Neuwied,22085,8.790346,21649047.9052734,22749.5952097029
5786,26131,26131 Oldenburg (Oldenburg),20156,13.476227,37377653.2709961,31978.8378775913
5787,26135,26135 Oldenburg (Oldenburg),21141,23.004423,63815130.7353516,40017.7583848702
5788,37699,37699 Fürstenberg,1149,3.455425,8999239.85253906,23469.4155740271
5789,37697,37697 Lauenförde,2507,16.364797,42510942.6225586,40266.5998563489
5790,37603,37603 Holzminden,20236,102.698072,268207391.342285,100122.782778148
5791,37691,"37691 Boffzen, Derental",3532,41.645283,108480842.077148,75161.2395817903
5792,37642,37642 Holenberg,443,7.456343,19578525.5961914,21497.2652717874
5793,37635,37635 Lüerdissen,448,6.957089,18302691.5830078,33024.9635428321
5794,37620,37620 Halle,1619,28.828368,76009054.0727539,44612.0420731914
5795,26133,26133 Oldenburg (Oldenburg),23512,10.949424,30343455.8144531,24395.5056961319
5796,66359,66359 Bous,7099,7.61248,17871781.4980469,25196.8459009057
5797,66663,66663 Merzig,29754,109.036729,257704097.591797,88557.0604025317
5798,66701,66701 Beckingen,15368,51.688176,122049874.060059,64167.5119813912
5799,66679,66679 Losheim,15926,96.739013,229226024.07959,86981.0636187527
5800,27753,27753 Delmenhorst,23631,9.359224,25878834.7416992,29763.5389378903
5801,27755,27755 Delmenhorst,16876,18.93833,52279708.3525391,52509.2143306105
5802,27751,27751 Delmenhorst,20342,30.585331,84620930.4707031,53015.0479226953
5803,68647,68647 Biblis,8859,40.434353,96575371.7587891,53246.909194192
5804,68804,68804 Altlußheim,5340,16.149085,37965198.2539063,45095.4400311013
5805,68549,68549 Ilvesheim,8476,5.888073,13943882.7167969,19740.3585413468
5806,68169,68169 Mannheim,25697,11.677025,27695878.2211914,30096.5572533708
5807,68789,68789 Sankt Leon-Rot,12633,25.525187,59926848.9863281,38860.6188959868
5808,68526,68526 Ladenburg,11317,18.986156,44960633.5356445,31511.2731106378
5809,31134,31134 Hildesheim,16736,3.857665,10234454.2504883,19086.4051242173
5810,68163,68163 Mannheim Lindenhof Neuostheim und Neuhermsheim,22041,10.066166,23829270.7250977,32241.3845059968
5811,68766,68766 Hockenheim,20773,34.998637,82379794.5839844,49908.9830929975
5812,31079,31079 Sibbesse,6205,71.78836,189524528.968262,91312.4039284124
5813,68307,68307 Mannheim,24967,28.770413,68363352.5786133,39241.7723549709
5814,68649,68649 Groß-Rohrheim,3717,19.540708,46723210.2597656,36183.2658087555
5815,68239,68239 Mannheim,15027,8.903331,21068003.8876953,24693.2521769257
5816,31627,31627 Rohrsen,1053,5.21941,14209515.1782227,26164.5945357512
5817,68809,68809 Neulußheim,6540,3.229625,7591567.74902344,16204.0252092787
5818,68623,68623 Lampertheim,31083,72.211138,171972893.470703,91445.6011804672
5819,68199,68199 Mannheim,25912,10.531719,24915459.8491211,25278.79266016
5820,68794,68794 Oberhausen-Rheinhausen,9487,18.94122,44473808.6616211,33482.2172254911
5821,31621,31621 Pennigsehl,1330,24.200937,65645907.4853516,52533.6957169933
5822,68535,68535 Edingen-Neckarhausen,13678,11.498352,27197345.8359375,28546.2390212813
5823,68775,68775 Ketsch,12604,16.414639,38700803.3999023,38127.9726807888
5824,68259,68259 Mannheim,21672,13.69482,32457360.8583984,31927.4133725334
5825,68642,68642 Bürstadt,15207,34.434859,82093504.3652344,43981.5312538701
5826,68219,68219 Mannheim,22843,16.054539,37947264.2792969,35363.5985816771
5827,68799,68799 Reilingen,7174,16.342385,38419748.6030273,41393.4634640446
5828,31693,31693 Hespe,2126,6.48267,17341491.2158203,20882.4059639214
5829,68542,68542 Heddesheim,11124,13.631696,32331205.0410156,30230.746658165
5830,68167,68167 Mannheim,22711,4.387718,10398378.7666016,15562.1892051546
5831,68782,68782 Brühl,13776,13.275366,31333528.3618164,33799.3515047399
5832,31700,31700 Heuerßen,979,4.123055,11033693.2558594,18272.3223161893
5833,68519,68519 Viernheim,32608,49.313193,117160902.447754,45193.9091117329
5834,31699,31699 Beckedorf,1489,9.856647,26384779.1210938,29269.7824883564
5835,68161,68161 Mannheim,12215,1.39886,3313795.07763672,13329.4952008332
5836,31688,31688 Nienstädt,4701,8.509898,22729345.6132813,25916.5633119061
5837,68753,68753 Waghäusel,20043,42.849801,100465870.669434,50938.099384436
5838,31867,"31867 Pohle, Lauenau, Messenkamp, Hülsede etc",6860,46.661782,124436294.437988,63563.5397914976
5839,65624,65624 Altendiez,2222,9.170183,22528809.503418,25263.465570469
5840,31717,31717 Nordsehl,777,5.904068,15815826.8481445,21265.4071130677
5841,65623,65623 Hahnstätten u.a.,4026,20.276838,49663307.6030273,47289.3859812065
5842,65629,65629 Niederneisen,1460,7.966132,19541648.190918,24691.772736055
5843,65520,65520 Bad Camberg,13931,54.576792,133712039.911621,60267.0968199543
5844,65385,65385 Rüdesheim am Rhein,9795,51.402721,124444561.678223,78000.5122083135
5845,31698,31698 Lindhorst,4474,7.554833,20239573.2895508,28930.9876706908
5846,65345,65345 Eltville am Rhein,1669,4.592964,11141940.1240234,25260.6844333391
5847,65510,"65510 Hünstetten, Idstein",33283,130.262246,318201083.949707,129353.250573522
5848,65321,65321 Heidenrod,7856,95.863244,233555262,85830.5791806035
5849,65396,65396 Walluf,5550,6.740049,16336828.659668,22561.7771341218
5850,65366,65366 Geisenheim,11507,40.285338,97584301.6044922,63444.7972457897
5851,65343,65343 Eltville am Rhein,8494,14.450318,35031929.0673828,44949.8292760646
5852,65346,65346 Eltville am Rhein,3288,12.832409,31094159.065918,45660.0323689711
5853,65527,65527 Niedernhausen,14408,35.267849,85924459.5795898,59893.6333276937
5854,65344,65344 Eltville am Rhein,1287,4.610365,11180713.3056641,17239.2875008416
5855,65391,65391 Lorch,3994,57.970085,140669954.143066,96138.5198031307
5856,65347,65347 Eltville am Rhein,1954,10.244021,24821796.4443359,39999.9717129925
5857,65529,65529 Waldems,5193,36.651879,89631880.328125,51379.2140543729
5858,65329,65329 Hohenstein,6036,63.913649,155882144.188477,82458.7252252099
5859,27321,"27321 Thedinghausen, Emtinghausen",9348,86.988855,239379961.600098,95648.3577380994
5860,65779,65779 Kelkheim,27660,30.710644,74765513.1401367,61428.7286988796
5861,65830,65830 Kriftel,10580,6.749395,16383242.0595703,20906.5418510483
5862,65760,65760 Eschborn,20348,12.123839,29515859.1289063,30387.2941567089
5863,65719,65719 Hofheim am Taunus,37894,57.387993,139384826.460938,80831.2176654108
5864,65239,65239 Hochheim am Main,16887,19.333516,46819684.1899414,42219.4395838599
5865,65929,65929 Frankfurt am Main,28053,13.420284,32603060.3847656,34827.1659879695
5866,65817,65817 Eppstein,13171,24.174282,58862158.9682617,76188.8639121744
5867,65835,65835 Liederbach am Taunus,8688,6.22829,15143701.3530273,22058.8668911268
5868,65439,65439 Flörsheim am Main,19936,23.089885,55926783.5839844,37551.5228046383
5869,65931,65931 Frankfurt am Main,20597,9.36758,22748137.331543,31612.3444260827
5870,65824,65824 Schwalbach am Taunus,14701,6.46554,15740705.1464844,25235.9646382261
5871,65843,65843 Sulzbach (Taunus),8304,7.829172,19044594.5947266,25207.2306318503
5872,65812,65812 Bad Soden am Taunus,21210,12.489007,30406580.0146484,32366.487854602
5873,56766,56766 Ulmen,4329,43.589638,106325117.537598,68256.169291426
5874,56743,56743 Mendig,10179,31.826141,78163128.7539063,55693.1342668899
5875,56754,56754 Binningen,2440,30.309043,73977810.9077148,51934.1330442134
5876,56769,56769 Retterath,834,20.00361,48943829.7275391,44881.7338288502
5877,56746,56746 Kempenich,3028,30.539495,75170597.3959961,51179.3810800392
5878,56761,56761 Düngenheim,6697,56.432898,137860331.03418,109405.877320511
5879,56729,56729 Ettringen,12306,150.057312,367883908.195801,180166.549477834
5880,56753,"56753 Mertloch, Welling u.a.",3846,33.949814,83077723.7988281,78438.7646244168
5881,56767,56767 Uersfeld,2212,35.656326,87142411.609375,63445.7987984215
5882,56745,56745 Bell,5150,35.760995,87927802.6152344,55453.2886989
5883,56759,56759 Kaisersesch,4608,25.140117,61401618.0986328,85445.6756227427
5884,56727,56727 Mayen,19936,66.517283,163068327.745117,85689.124701713
5885,56751,56751 Polch,7680,39.762057,97353667.2270508,70021.362104587
5886,65479,65479 Raunheim,14548,12.536453,30347971.8681641,33917.5360645872
5887,65451,65451 Kelsterbach,13315,15.393447,37318146.8300781,35377.0346049662
5888,65462,65462 Ginsheim-Gustavsburg,15627,13.821356,33403806.0986328,40308.089635079
5889,65474,65474 Bischofsheim,12631,8.967947,21682441.5673828,26067.9568957233
5890,65428,65428 Rüsselsheim,58782,58.331007,141021151.966797,87712.3186163299
5891,65468,65468 Trebur,13107,50.087953,120727303.173828,55977.4565569504
5892,97252,97252 Frickenhausen,1287,10.432442,24905619.7758789,35103.8711467479
5893,97199,97199 Ochsenfurt,11067,63.565948,151644490.640625,120415.557981884
5894,97291,97291 Thüngershem,2593,11.039587,26571036.3334961,28785.7958062395
5895,21785,21785 Neuhaus (Oste),2074,35.551338,101825262.59082,43654.0300175596
5896,21769,21769 Lamstedt,4854,113.083768,320915981.171875,100715.878012998
5897,97647,97647 Nordheim v.d. Rhön,3373,71.608666,176801555.23584,122900.312757687
5898,97616,97616 Bad Neustadt an der Saale,17486,45.460701,111473209.859375,69123.2216217848
5899,97659,97659 Schönau a.d. Brend,1283,29.746546,73063495.4804688,55437.5350360481
5900,97654,97654 Bastheim,2161,41.603525,102307533.643066,67074.2533452988
5901,97653,97653 Bischofsheim i.d. Rhön,4878,64.325605,158222405.529297,75244.085643619
5902,97638,97638 Mellrichstadt,5667,55.718732,137234357.202148,106870.003507164
5903,97618,97618 Hohenroth,13591,136.703795,335276813.193848,191632.568639564
5904,97656,97656 Oberelsbach,2793,67.643804,166653274.525391,75325.7463053397
5905,97645,97645 Ostheim v.d. Rhön,3430,40.876861,100777250.70459,88045.1049830531
5906,97633,97633 Sulzfeld,9067,160.775202,393954970.383789,208354.531543142
5907,97657,97657 Sandberg,2606,44.008737,107969418.76709,69346.6967006567
5908,97640,97640 Oberstreu,3703,67.926897,167166585.429688,131606.806822489
5909,97724,97724 Burglauer,1658,13.884106,33973668.8212891,40390.5534208497
5910,97650,97650 Fladungen,2214,50.439081,124738053.979004,85102.4535017784
5911,21775,21775 Ihlienworth,3108,89.769953,255864125.542969,75124.9099509708
5912,97528,97528 Sulzdorf a.d. Lederhecke,1126,36.297567,88686848.4135742,52559.8704117504
5913,97631,97631 Bad Königshofen i. Grabfeld,5944,90.067107,220315405.709961,116641.56896884
5914,97531,97531 Theres,2701,30.711448,74372956.7797852,52552.4382848222
5915,97461,97461 Hofheim i. UFr.,5124,56.282636,136913352.956543,77870.5878917741
5916,97491,97491 Aidhausen,1802,37.267482,90735048.7319336,54365.7585408845
5917,97519,97519 Riedbach,1750,31.762424,77158535.5385742,52269.674916814
5918,97437,97437 Haßfurt,13047,52.620554,127518529.277832,69839.1030367859
5919,97522,97522 Sand a. Main,3095,12.297488,29716608.4311523,29664.6593189157
5920,21762,21762 Otterndorf,7660,43.772614,125352174.798828,67541.7766916119
5921,21763,21763 Neuenkirchen,1405,19.634944,56149679.0253906,36132.2049691144
5922,97842,97842 Karbach,1420,24.076791,57923248.6220703,38316.224564482
5923,97834,97834 Birkenfeld,2143,29.141618,70100919.0498047,38956.269792212
5924,97896,"97896 Freudenberg, Collenberg",4236,46.733989,111883756.044922,84797.1031127716
5925,97282,97282 Retzstadt,1587,18.111011,43649654.8735352,33314.8527254531
5926,97857,97857 Urspringen,1376,17.915472,43172626.3076172,31376.6737534761
5927,97788,97788 Neuendorf,869,9.679137,23451056.8173828,24223.7663150327
5928,97843,97843 Neuhütten,1206,27.142001,65608226.9790039,55656.3204321245
5929,97836,97836 Bischbrunn,1855,61.474629,148048773.307617,77865.7537947862
5930,97852,97852 Schollbrunn,922,12.228909,29382041.3100586,31927.0905534543
5931,97782,97782 Gräfendorf,1434,45.254347,110027519.346191,69309.8384047522
5932,97851,97851 Rothenfels,1005,11.645069,28065541.012207,32304.1851744755
5933,97267,97267 Himmelstadt,1632,13.373799,32252703.4355469,28836.9182716154
5934,97848,97848 Rechtenbach,1030,7.367353,17813501.8637695,24142.5875668271
5935,97901,97901 Altenbuch,1295,37.652363,90499007.5976563,63083.2938317618
5936,97773,97773 Aura i. Sinngrund,1030,43.578896,106288251.830078,57402.1892303493
5937,97828,97828 Marktheidenfeld,10823,35.668132,85729166.8007813,86194.063727697
5938,97909,97909 Stadtprozelten,1560,10.845187,26025743.2348633,29485.3980810225
5939,97776,97776 Eußenheim,3222,56.761645,137365097.308105,70643.576404843
5940,97289,97289 Thüngen,1359,13.552188,32702051.5063477,29634.2693524864
5941,97839,97839 Esselbach,1971,11.982992,28824197.3720703,41359.5597908697
5942,97855,97855 Triefenstein,4275,25.450879,61070155.9296875,48926.4807347722
5943,97785,97785 Mittelsinn,858,20.90146,50970442.4018555,40143.0729284311
5944,97334,97334 Sommerach,2359,10.942702,26298255.9750977,31182.8394489735
5945,97348,97348 Rödelsee,4523,44.397553,106012184.773926,126350.375347527
5946,97350,97350 Mainbernheim,2277,12.145615,29025339.0844727,32079.815067216
5947,97320,97320 Albertshofen,8122,39.187172,93831356.9155273,87991.7139738687
5948,31655,31655 Stadthagen,21640,59.481971,158970052.540039,81536.7527234112
5949,97497,97497 Dingolshausen,1290,10.213684,24613827.5732422,27343.2708941345
5950,97421,97421 Schweinfurt,16361,2.742319,6646233.91601563,15173.1269314421
5951,97537,97537 Wipfeld,1096,5.236555,12626005.0932617,22705.8083500408
5952,97509,97509 Kolitzheim,5409,59.106759,142562932.597168,81512.9642563566
5953,97520,97520 Röthlein,4590,19.073005,46067881.9697266,47807.8992780811
5954,97488,97488 Stadtlauringen,4159,63.478604,154724653.962402,69605.4794671241
5955,97532,97532 Üchtelhausen,3892,62.120051,151023471.981934,94106.8485102869
5956,97502,97502 Euerbach,3002,17.414082,42245145.621582,40481.8069369107
5957,97505,97505 Geldersheim,2476,15.29117,37054724.7397461,38197.2627717701
5958,97424,97424 Schweinfurt,14999,20.943843,50736020.7612305,52225.9817809811
5959,97513,"97513 Michelau i. Steigerwald, Hundelshausen",1143,36.18445,87215218.8305664,74565.2410593194
5960,97456,97456 Dittelbrunn,7104,23.872124,58014646.7875977,48434.2892393758
5961,97525,97525 Schwebheim,3898,8.12141,19637464.0649414,24512.2771152484
5962,97493,97493 Bergrheinfeld,5110,19.864336,48052264.2573242,44434.9036587234
5963,97535,97535 Wasserlosen,3436,51.279214,124399537.222656,60268.2345602297
5964,97523,97523 Schwanfeld,1894,11.921437,28743882.8989258,31674.3810654253
5965,97490,97490 Poppenhausen,4194,38.940778,94600675.3227539,72789.1331314577
5966,97534,97534 Waigolshausen,2857,23.742938,57330012.8129883,40496.922972197
5967,97506,97506 Grafenrheinfeld,3408,11.301888,27332172.3608398,35041.7621261418
5968,97440,97440 Werneck,10304,73.642375,178075335.856445,90774.7635924414
5969,97516,97516 Oberschwarzach,1405,30.44878,73217878.1459961,53917.8345154443
5970,97464,97464 Niederwerrn,7954,9.891694,23996602.5620117,26092.2240508395
5971,97526,97526 Sennfeld,4054,6.91361,16750813.762207,21346.8583877764
5972,97711,97711 Maßbach,5713,74.775513,182349285.332031,103005.041526603
5973,97725,97725 Elfershausen,2924,34.872958,84816172.4975586,52714.6187822238
5974,97772,97772 Wildflecken,3119,104.320606,256247341.062988,119561.029485498
5975,97702,97702 Münnerstadt,7953,93.056107,227471632.171875,126914.137146007
5976,97792,97792 Riedenberg,1002,13.224929,32424922.0063477,43042.2351565186
5977,97797,97797 Wartmannsroth,2177,81.643893,198991307.648438,80080.4939926965
5978,97729,97729 Ramsthal,1161,10.394779,25280693.8256836,25068.1070050099
5979,97786,97786 Motten,1761,23.743923,58377184.5864258,53418.4292280308
5980,97708,97708 Bad Bocklet,4486,37.846133,92598899.652832,70786.0270776179
5981,97517,97517 Rannungen,1175,17.43903,42482155.2426758,32309.0438255781
5982,97723,97723 Oberthulba,5063,60.797043,148292687.493652,79936.7619918608
5983,97769,97769 Bad Brückenau,6505,27.335535,66981561.0200195,66587.5525625075
5984,97688,97688 Bad Kissingen,21005,69.853077,170407690.958008,92848.1339600981
5985,97791,97791 Obersinn,995,20.075863,49004905.1293945,40830.0820470364
5986,99189,99189 Gebesee,9423,93.471676,236621954.881348,99863.4284200603
5987,21717,21717 Fredenbeck,7908,75.7596,214127784.05957,76261.8033497095
5988,21726,21726 Oldendorf,5138,60.94874,172669716.557129,94119.3500234203
5989,21709,21709 Himmelpforten,6932,44.623125,126646421.664551,78569.9690372068
5990,21279,"21279 Hollenstedt, Drestedt u.a.",7311,64.610965,181232315.528809,93659.5545623381
5991,21698,21698 Harsefeld,15013,103.181522,290621014.516602,119636.197755863
5992,56653,56653 Wehr,2840,27.55119,67815794.9125977,54936.3525197077
5993,56651,56651 Niederzissen,5760,34.134686,84123754.1069336,51131.0835552275
5994,56579,56579 Rengsdorf,4398,15.485998,38271714.902832,38560.3409128187
5995,56584,56584 Anhausen,3373,22.377101,55280079.3476563,39419.2434978018
5996,56593,56593 Horhausen (Westerwald),4746,17.753864,44018852.5292969,31434.743797519
5997,56581,56581 Melsbach,4233,14.181497,35048354.4443359,48325.5120603405
5998,56567,56567 Neuwied,20565,37.547668,92621800.0498047,87839.9884171422
5999,56589,56589 Niederbreitbach,1808,16.422994,40588632.2368164,46416.0470561635
6000,56566,56566 Neuwied,21570,40.747003,100429374.413574,50396.4508899777
6001,56598,56598 Rheinbrohl,4250,24.423615,60318622.1269531,36590.8442481042
6002,56587,56587 Straßenhaus,3519,18.51688,45822167.6987305,37845.5838364726
6003,31712,31712 Niederwöhren,2027,11.075735,29672237.3369141,30991.6576481629
6004,27474,27474 Cuxhaven,14522,7.087671,20349783.0209961,20870.5622092529
6005,27472,27472 Cuxhaven,12244,10.038294,28815586.6171875,48273.0441734544
6006,24782,"24782 Büdelsdorf, Rickert",11105,11.172611,32806403.1132813,32557.9352555776
6007,27476,27476 Cuxhaven,10106,44.643605,128122399.243164,60531.5940841244
6008,27478,27478 Cuxhaven,12310,98.721139,282738958.758301,98385.1374053332
6009,27404,"27404 Zeven, Elsdorf",25698,325.050557,908539546.825684,182232.855034932
6010,27432,27432 Bremervörde,25398,291.434759,822436585.708496,207831.997897645
6011,27446,27446 Selsingen,6649,154.862613,435095715.274902,135880.921692211
6012,27624,"27624 Geestland
Alfstedt
Ankelohe
Bad Bederkesa
Drangstedt
Elmlohe
Fickmühlen
Flögeln
Großenhain
Hainmühlen
Köhlen
Kührstedt
Lintig
Meckelstedt
Ringstedt",12324,234.605263,665356078.160645,137007.625616366
6013,31303,31303 Burgdorf,28874,113.055651,304349508.766113,101513.379502901
6014,31311,31311 Uetze,19978,139.99916,376692735.467773,125510.695299781
6015,31275,31275 Lehrte,42686,129.868527,348209746.999512,135463.066653814
6016,31319,31319 Sehnde,23036,101.396759,271115494.760742,101086.386629099
6017,31139,31139 Hildesheim,21865,36.302426,96239278.65625,55741.3340966924
